mapping_unit,badge,total_score,degradation_risk,suitability,drainage,ph_range,slope,soil_texture,major_crops,risk_factors
11a,GOLD,77,MEDIUM,Moderately Suitable,Well Drained,5.1 - 6.5,0 - 6% and 5 - 30%,Sandy Clay,"Maize, Rice,Cassava,Yam,Cocoa,Oil Palm",High erosion risk due to steep slope
2a,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.9 - 4.9,0 - 2%,Sandy Loam,"Yam, Rice,Maize, Millet,Irish Potatoes",Waterlogging risk - poor drainage
7c,GOLD,100,LOW,Fairly Higly Suitable with few physical limitation,Well Drained,5.6 - 6.5,0 - 2%,Sandy Loam,"Yam,Rice,Cassava,Maize,Cocoa,OilPalm",Well-suited for sustainable agriculture
11a,GOLD,77,MEDIUM,Moderately Suitable,Well Drained,5.1 - 6.5,0 - 6% and 5 - 30%,Sandy Clay,"Maize, Rice,Cassava,Yam,Cocoa,Oil Palm",High erosion risk due to steep slope
8a,GOLD,77,MEDIUM,Moderately Suitable,Well Drained,5.1 - 6.5,0 - 2 and 5 - 30%,Sandy Loam,"Yam,Rice,Cassava,Maize,Cocoa,OilPalm",High erosion risk due to steep slope
24b,SILVER,45,HIGH,Currently Not Suitable,Well Drained,5.1 - 6.6,13 - 55%,Sandy Clay,"Sorghum,Millet,Cowpea,Cotton,G.nuts,Beans,Maize,Yam",High erosion risk due to steep slope; Shallow soil - limited root depth
18d,GOLD,80,LOW,Moderately Suitable,Moderately Drained,5.5 - 6.3,0 - 2%,Clay Loam,"Sugarcane,Cassava,Yam,Irish Potatoes,Cocoa,Rubber,Groundnut,MilletSorghum,Cowpea,Rice,OilPalm",Well-suited for sustainable agriculture
22c,SILVER,48,HIGH,Marginally Suitable,Poorly Drained,5.8 - 7.0,0 - 13%,Sandy Clay,"Yam,Sorghum,Cassava,Groundnut,Maize,Cotton,Cocoa",Waterlogging risk - poor drainage; Shallow soil - limited root depth
18d,GOLD,80,LOW,Moderately Suitable,Moderately Drained,5.5 - 6.3,0 - 2%,Clay Loam,"Sugarcane,Cassava,Yam,Irish Potatoes,Cocoa,Rubber,Groundnut,MilletSorghum,Cowpea,Rice,OilPalm",Well-suited for sustainable agriculture
18d,GOLD,80,LOW,Moderately Suitable,Moderately Drained,5.5 - 6.3,0 - 2%,Clay Loam,"Sugarcane,Cassava,Yam,Irish Potatoes,Cocoa,Rubber,Groundnut,MilletSorghum,Cowpea,Rice,OilPalm",Well-suited for sustainable agriculture
21c,SILVER,69,LOW,Marginally Suitable,Well Drained,5.6 - 5.9,0 - 6%,Sandy Clay,"Yam,Rice,Cass,SugarCan,Millets,Groundnut,Sorghum,Bean,Cowpea,Cotton,Cassava",Well-suited for sustainable agriculture
18d,GOLD,80,LOW,Moderately Suitable,Moderately Drained,5.5 - 6.3,0 - 2%,Clay Loam,"Sugarcane,Cassava,Yam,Irish Potatoes,Cocoa,Rubber,Groundnut,MilletSorghum,Cowpea,Rice,OilPalm",Well-suited for sustainable agriculture
15g,GOLD,92,LOW,Fairly Higly Suitable with few physical limitation,Imperfectly Drained,6.3,0 - 2%,Sandy Clay,"Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Well-suited for sustainable agriculture
15g,GOLD,92,LOW,Fairly Higly Suitable with few physical limitation,Imperfectly Drained,6.3,0 - 2%,Sandy Clay,"Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Well-suited for sustainable agriculture
22c,SILVER,48,HIGH,Marginally Suitable,Poorly Drained,5.8 - 7.0,0 - 13%,Sandy Clay,"Yam,Sorghum,Cassava,Groundnut,Maize,Cotton,Cocoa",Waterlogging risk - poor drainage; Shallow soil - limited root depth
21c,SILVER,69,LOW,Marginally Suitable,Well Drained,5.6 - 5.9,0 - 6%,Sandy Clay,"Yam,Rice,Cass,SugarCan,Millets,Groundnut,Sorghum,Bean,Cowpea,Cotton,Cassava",Well-suited for sustainable agriculture
21c,SILVER,69,LOW,Marginally Suitable,Well Drained,5.6 - 5.9,0 - 6%,Sandy Clay,"Yam,Rice,Cass,SugarCan,Millets,Groundnut,Sorghum,Bean,Cowpea,Cotton,Cassava",Well-suited for sustainable agriculture
14a,GOLD,85,MEDIUM,Fairly Higly Suitable with few physical limitation,Well Drained,3.6 - 5.0,0 - 2%,Sandy Clay,"Maize, Rice,Cassava,Yam,Cocoa,Oil Palm",pH stress - may need amendment
14b,GOLD,90,LOW,Fairly Higly Suitable with few physical limitation,Moderately Drained,5.1 - 5.8,0 - 2%,Sandy Clay,"Maize, Rice,Cassava,Yam,Cocoa,Oil Palm",Well-suited for sustainable agriculture
14a,GOLD,85,MEDIUM,Fairly Higly Suitable with few physical limitation,Well Drained,3.6 - 5.0,0 - 2%,Sandy Clay,"Maize, Rice,Cassava,Yam,Cocoa,Oil Palm",pH stress - may need amendment
7a,GOLD,94,LOW,Fairly Higly Suitable with few physical limitation,Well Drained,5.0 - 5.8,0 - 6%,Clay Loam,"Yam,Rice,Cassava,Maize,Cocoa,OilPalm",Well-suited for sustainable agriculture
5b,GOLD,95,LOW,Fairly Higly Suitable with few physical limitation,Well Drained,4.7 - 5.8,0 - 2%,Sandy Loam,"Yam,Rice,Maize,Cassava,Cocoa,OilPalm",Well-suited for sustainable agriculture
7a,GOLD,94,LOW,Fairly Higly Suitable with few physical limitation,Well Drained,5.0 - 5.8,0 - 6%,Clay Loam,"Yam,Rice,Cassava,Maize,Cocoa,OilPalm",Well-suited for sustainable agriculture
2a,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.9 - 4.9,0 - 2%,Sandy Loam,"Yam, Rice,Maize, Millet,Irish Potatoes",Waterlogging risk - poor drainage
7a,GOLD,94,LOW,Fairly Higly Suitable with few physical limitation,Well Drained,5.0 - 5.8,0 - 6%,Clay Loam,"Yam,Rice,Cassava,Maize,Cocoa,OilPalm",Well-suited for sustainable agriculture
5d,GOLD,85,MEDIUM,Fairly Higly Suitable with few physical limitation,Well Drained,4.2 - 4.7,0 - 2%,Sandy Loam,"Yam,Rice,Cassava,Maize,Cocoa,Plantain,OilPalm,Vegetables",pH stress - may need amendment
5b,GOLD,95,LOW,Fairly Higly Suitable with few physical limitation,Well Drained,4.7 - 5.8,0 - 2%,Sandy Loam,"Yam,Rice,Maize,Cassava,Cocoa,OilPalm",Well-suited for sustainable agriculture
2a,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.9 - 4.9,0 - 2%,Sandy Loam,"Yam, Rice,Maize, Millet,Irish Potatoes",Waterlogging risk - poor drainage
2a,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.9 - 4.9,0 - 2%,Sandy Loam,"Yam, Rice,Maize, Millet,Irish Potatoes",Waterlogging risk - poor drainage
2a,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.9 - 4.9,0 - 2%,Sandy Loam,"Yam, Rice,Maize, Millet,Irish Potatoes",Waterlogging risk - poor drainage
5f,GOLD,100,LOW,Fairly Higly Suitable with few physical limitation,Well Drained,5.2 - 6.0,0 - 2%,Sandy Clay,"Yam,Rice,Cassava,Maize,Cocoa,OilPalm",Well-suited for sustainable agriculture
6a,GOLD,100,LOW,Fairly Higly Suitable with few physical limitation,Well Drained,5.1 - 5.9,0 - 2%,Sandy Loam,"Yam,Rice,Cass,Plantain,MaizeBana,Cocoa,OilPalm,Fruits,Vegetables",Well-suited for sustainable agriculture
7b,GOLD,89,MEDIUM,Fairly Higly Suitable with few physical limitation,Well Drained,4.6 - 4.8,0 - 6%,Sandy Loam,"Yam,Rice,Cassava,Maize,Cocoa,OilPalm",pH stress - may need amendment
13a,SILVER,64,MEDIUM,Marginally Suitable,Well Drained,5.1 - 7.3,6 - 25%,Sandy Clay,"Maize, Rice,Cassava,Yam,Cocoa,Oil Palm",High erosion risk due to steep slope
11a,GOLD,77,MEDIUM,Moderately Suitable,Well Drained,5.1 - 6.5,0 - 6% and 5 - 30%,Sandy Clay,"Maize, Rice,Cassava,Yam,Cocoa,Oil Palm",High erosion risk due to steep slope
11a,GOLD,77,MEDIUM,Moderately Suitable,Well Drained,5.1 - 6.5,0 - 6% and 5 - 30%,Sandy Clay,"Maize, Rice,Cassava,Yam,Cocoa,Oil Palm",High erosion risk due to steep slope
8a,GOLD,77,MEDIUM,Moderately Suitable,Well Drained,5.1 - 6.5,0 - 2 and 5 - 30%,Sandy Loam,"Yam,Rice,Cassava,Maize,Cocoa,OilPalm",High erosion risk due to steep slope
7c,GOLD,100,LOW,Fairly Higly Suitable with few physical limitation,Well Drained,5.6 - 6.5,0 - 2%,Sandy Loam,"Yam,Rice,Cassava,Maize,Cocoa,OilPalm",Well-suited for sustainable agriculture
7c,GOLD,100,LOW,Fairly Higly Suitable with few physical limitation,Well Drained,5.6 - 6.5,0 - 2%,Sandy Loam,"Yam,Rice,Cassava,Maize,Cocoa,OilPalm",Well-suited for sustainable agriculture
5b,GOLD,95,LOW,Fairly Higly Suitable with few physical limitation,Well Drained,4.7 - 5.8,0 - 2%,Sandy Loam,"Yam,Rice,Maize,Cassava,Cocoa,OilPalm",Well-suited for sustainable agriculture
5d,GOLD,85,MEDIUM,Fairly Higly Suitable with few physical limitation,Well Drained,4.2 - 4.7,0 - 2%,Sandy Loam,"Yam,Rice,Cassava,Maize,Cocoa,Plantain,OilPalm,Vegetables",pH stress - may need amendment
7a,GOLD,94,LOW,Fairly Higly Suitable with few physical limitation,Well Drained,5.0 - 5.8,0 - 6%,Clay Loam,"Yam,Rice,Cassava,Maize,Cocoa,OilPalm",Well-suited for sustainable agriculture
5d,GOLD,85,MEDIUM,Fairly Higly Suitable with few physical limitation,Well Drained,4.2 - 4.7,0 - 2%,Sandy Loam,"Yam,Rice,Cassava,Maize,Cocoa,Plantain,OilPalm,Vegetables",pH stress - may need amendment
8a,GOLD,77,MEDIUM,Moderately Suitable,Well Drained,5.1 - 6.5,0 - 2 and 5 - 30%,Sandy Loam,"Yam,Rice,Cassava,Maize,Cocoa,OilPalm",High erosion risk due to steep slope
13a,SILVER,64,MEDIUM,Marginally Suitable,Well Drained,5.1 - 7.3,6 - 25%,Sandy Clay,"Maize, Rice,Cassava,Yam,Cocoa,Oil Palm",High erosion risk due to steep slope
11a,GOLD,77,MEDIUM,Moderately Suitable,Well Drained,5.1 - 6.5,0 - 6% and 5 - 30%,Sandy Clay,"Maize, Rice,Cassava,Yam,Cocoa,Oil Palm",High erosion risk due to steep slope
9a,GOLD,94,LOW,Fairly Higly Suitable with few physical limitation,Moderately Drained,5.1 - 6.0,0 - 6%,Sandy Clay,"Yam,Rice,Cass,Plantain,Maize,Cocoa,OilPalm,Rubber,Vegetables",Well-suited for sustainable agriculture
2a,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.9 - 4.9,0 - 2%,Sandy Loam,"Yam, Rice,Maize, Millet,Irish Potatoes",Waterlogging risk - poor drainage
2a,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.9 - 4.9,0 - 2%,Sandy Loam,"Yam, Rice,Maize, Millet,Irish Potatoes",Waterlogging risk - poor drainage
12a,GOLD,79,LOW,Moderately Suitable,Well Drained,4.5 - 5.5,0 - 6%,Sandy Loam,"Cassava,Yam,Rice,Maize,Oil palm,Plantain,Vegetables",Well-suited for sustainable agriculture
6a,GOLD,100,LOW,Fairly Higly Suitable with few physical limitation,Well Drained,5.1 - 5.9,0 - 2%,Sandy Loam,"Yam,Rice,Cass,Plantain,MaizeBana,Cocoa,OilPalm,Fruits,Vegetables",Well-suited for sustainable agriculture
9a,GOLD,94,LOW,Fairly Higly Suitable with few physical limitation,Moderately Drained,5.1 - 6.0,0 - 6%,Sandy Clay,"Yam,Rice,Cass,Plantain,Maize,Cocoa,OilPalm,Rubber,Vegetables",Well-suited for sustainable agriculture
5c,GOLD,95,LOW,Fairly Higly Suitable with few physical limitation,Well Drained,4.5 - 5.5,0 - 2%,Sandy Loam,"Yam,Rice,Maize,Cassava,Cocoa,OilPalm,Fruits",Well-suited for sustainable agriculture
2a,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.9 - 4.9,0 - 2%,Sandy Loam,"Yam, Rice,Maize, Millet,Irish Potatoes",Waterlogging risk - poor drainage
5a,GOLD,95,LOW,Fairly Higly Suitable with few physical limitation,Well Drained,5.1 - 5.3,0 - 2%,Sandy Loam,"Yam,Rice,Cassava,Plantain,Banana,Cocoa,OilPalm,Vegetables",Well-suited for sustainable agriculture
2c,GOLD,73,MEDIUM,Moderately Suitable,Poorly Drained,5.5 - 5.9,0 - 2%,Silty Loam,"Yam,Rice,Cassava,Plantain,Banana,Cocoa,OilPalm,Vegetables",Waterlogging risk - poor drainage
5c,GOLD,95,LOW,Fairly Higly Suitable with few physical limitation,Well Drained,4.5 - 5.5,0 - 2%,Sandy Loam,"Yam,Rice,Maize,Cassava,Cocoa,OilPalm,Fruits",Well-suited for sustainable agriculture
2a,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.9 - 4.9,0 - 2%,Sandy Loam,"Yam, Rice,Maize, Millet,Irish Potatoes",Waterlogging risk - poor drainage
5c,GOLD,95,LOW,Fairly Higly Suitable with few physical limitation,Well Drained,4.5 - 5.5,0 - 2%,Sandy Loam,"Yam,Rice,Maize,Cassava,Cocoa,OilPalm,Fruits",Well-suited for sustainable agriculture
6a,GOLD,100,LOW,Fairly Higly Suitable with few physical limitation,Well Drained,5.1 - 5.9,0 - 2%,Sandy Loam,"Yam,Rice,Cass,Plantain,MaizeBana,Cocoa,OilPalm,Fruits,Vegetables",Well-suited for sustainable agriculture
2a,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.9 - 4.9,0 - 2%,Sandy Loam,"Yam, Rice,Maize, Millet,Irish Potatoes",Waterlogging risk - poor drainage
5c,GOLD,95,LOW,Fairly Higly Suitable with few physical limitation,Well Drained,4.5 - 5.5,0 - 2%,Sandy Loam,"Yam,Rice,Maize,Cassava,Cocoa,OilPalm,Fruits",Well-suited for sustainable agriculture
2a,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.9 - 4.9,0 - 2%,Sandy Loam,"Yam, Rice,Maize, Millet,Irish Potatoes",Waterlogging risk - poor drainage
7c,GOLD,100,LOW,Fairly Higly Suitable with few physical limitation,Well Drained,5.6 - 6.5,0 - 2%,Sandy Loam,"Yam,Rice,Cassava,Maize,Cocoa,OilPalm",Well-suited for sustainable agriculture
15g,GOLD,92,LOW,Fairly Higly Suitable with few physical limitation,Imperfectly Drained,6.3,0 - 2%,Sandy Clay,"Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Well-suited for sustainable agriculture
2a,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.9 - 4.9,0 - 2%,Sandy Loam,"Yam, Rice,Maize, Millet,Irish Potatoes",Waterlogging risk - poor drainage
7c,GOLD,100,LOW,Fairly Higly Suitable with few physical limitation,Well Drained,5.6 - 6.5,0 - 2%,Sandy Loam,"Yam,Rice,Cassava,Maize,Cocoa,OilPalm",Well-suited for sustainable agriculture
2a,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.9 - 4.9,0 - 2%,Sandy Loam,"Yam, Rice,Maize, Millet,Irish Potatoes",Waterlogging risk - poor drainage
10a,GOLD,79,LOW,Moderately Suitable,Moderately Drained,5.1 - 6.5,0 - 6%,Clay Loam,"Cassava,Yam,Rice,Cocoa,Oil palm,Plantain, Banana,Vegetables",Well-suited for sustainable agriculture
22c,SILVER,48,HIGH,Marginally Suitable,Poorly Drained,5.8 - 7.0,0 - 13%,Sandy Clay,"Yam,Sorghum,Cassava,Groundnut,Maize,Cotton,Cocoa",Waterlogging risk - poor drainage; Shallow soil - limited root depth
14a,GOLD,85,MEDIUM,Fairly Higly Suitable with few physical limitation,Well Drained,3.6 - 5.0,0 - 2%,Sandy Clay,"Maize, Rice,Cassava,Yam,Cocoa,Oil Palm",pH stress - may need amendment
14a,GOLD,85,MEDIUM,Fairly Higly Suitable with few physical limitation,Well Drained,3.6 - 5.0,0 - 2%,Sandy Clay,"Maize, Rice,Cassava,Yam,Cocoa,Oil Palm",pH stress - may need amendment
17b,GOLD,100,LOW,Fairly Higly Suitable with few physical limitation,Well Drained,5.6 - 5.8,0 - 2%,Sandy Loam,"Cassava,Yam,Rice,Cocoa,Oil palm, Maize",Well-suited for sustainable agriculture
7b,GOLD,89,MEDIUM,Fairly Higly Suitable with few physical limitation,Well Drained,4.6 - 4.8,0 - 6%,Sandy Loam,"Yam,Rice,Cassava,Maize,Cocoa,OilPalm",pH stress - may need amendment
5f,GOLD,100,LOW,Fairly Higly Suitable with few physical limitation,Well Drained,5.2 - 6.0,0 - 2%,Sandy Clay,"Yam,Rice,Cassava,Maize,Cocoa,OilPalm",Well-suited for sustainable agriculture
5e,GOLD,90,MEDIUM,Fairly Higly Suitable with few physical limitation,Well Drained,4.3 - 4.9,0 - 2%,Sandy Loam,"Yam,Rice,Cassava,Maize,Cocoa,OilPalm",pH stress - may need amendment
7a,GOLD,94,LOW,Fairly Higly Suitable with few physical limitation,Well Drained,5.0 - 5.8,0 - 6%,Clay Loam,"Yam,Rice,Cassava,Maize,Cocoa,OilPalm",Well-suited for sustainable agriculture
2a,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.9 - 4.9,0 - 2%,Sandy Loam,"Yam, Rice,Maize, Millet,Irish Potatoes",Waterlogging risk - poor drainage
1a,SILVER,63,HIGH,Moderately Suitable,Poorly Drained,4.6 - 5.0,0 - 2%,Sandy Loam,"Yam,Maize,Rice,Cassava,OilPalm,Cocoa,Coconuts,Vegetables",Waterlogging risk - poor drainage; pH stress - may need amendment
2c,GOLD,73,MEDIUM,Moderately Suitable,Poorly Drained,5.5 - 5.9,0 - 2%,Silty Loam,"Yam,Rice,Cassava,Plantain,Banana,Cocoa,OilPalm,Vegetables",Waterlogging risk - poor drainage
15e,GOLD,100,LOW,Fairly Higly Suitable with few physical limitation,Well Drained,6.2 - 6.2,0 - 2%,Sandy Clay,"Sorghum,Maize,Yam,Cassava,Millet,Upland rice",Well-suited for sustainable agriculture
15e,GOLD,100,LOW,Fairly Higly Suitable with few physical limitation,Well Drained,6.2 - 6.2,0 - 2%,Sandy Clay,"Sorghum,Maize,Yam,Cassava,Millet,Upland rice",Well-suited for sustainable agriculture
15e,GOLD,100,LOW,Fairly Higly Suitable with few physical limitation,Well Drained,6.2 - 6.2,0 - 2%,Sandy Clay,"Sorghum,Maize,Yam,Cassava,Millet,Upland rice",Well-suited for sustainable agriculture
15g,GOLD,92,LOW,Fairly Higly Suitable with few physical limitation,Imperfectly Drained,6.3,0 - 2%,Sandy Clay,"Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Well-suited for sustainable agriculture
21c,SILVER,69,LOW,Marginally Suitable,Well Drained,5.6 - 5.9,0 - 6%,Sandy Clay,"Yam,Rice,Cass,SugarCan,Millets,Groundnut,Sorghum,Bean,Cowpea,Cotton,Cassava",Well-suited for sustainable agriculture
24b,SILVER,45,HIGH,Currently Not Suitable,Well Drained,5.1 - 6.6,13 - 55%,Sandy Clay,"Sorghum,Millet,Cowpea,Cotton,G.nuts,Beans,Maize,Yam",High erosion risk due to steep slope; Shallow soil - limited root depth
21c,SILVER,69,LOW,Marginally Suitable,Well Drained,5.6 - 5.9,0 - 6%,Sandy Clay,"Yam,Rice,Cass,SugarCan,Millets,Groundnut,Sorghum,Bean,Cowpea,Cotton,Cassava",Well-suited for sustainable agriculture
18d,GOLD,80,LOW,Moderately Suitable,Moderately Drained,5.5 - 6.3,0 - 2%,Clay Loam,"Sugarcane,Cassava,Yam,Irish Potatoes,Cocoa,Rubber,Groundnut,MilletSorghum,Cowpea,Rice,OilPalm",Well-suited for sustainable agriculture
21c,SILVER,69,LOW,Marginally Suitable,Well Drained,5.6 - 5.9,0 - 6%,Sandy Clay,"Yam,Rice,Cass,SugarCan,Millets,Groundnut,Sorghum,Bean,Cowpea,Cotton,Cassava",Well-suited for sustainable agriculture
21c,SILVER,69,LOW,Marginally Suitable,Well Drained,5.6 - 5.9,0 - 6%,Sandy Clay,"Yam,Rice,Cass,SugarCan,Millets,Groundnut,Sorghum,Bean,Cowpea,Cotton,Cassava",Well-suited for sustainable agriculture
22c,SILVER,48,HIGH,Marginally Suitable,Poorly Drained,5.8 - 7.0,0 - 13%,Sandy Clay,"Yam,Sorghum,Cassava,Groundnut,Maize,Cotton,Cocoa",Waterlogging risk - poor drainage; Shallow soil - limited root depth
21c,SILVER,69,LOW,Marginally Suitable,Well Drained,5.6 - 5.9,0 - 6%,Sandy Clay,"Yam,Rice,Cass,SugarCan,Millets,Groundnut,Sorghum,Bean,Cowpea,Cotton,Cassava",Well-suited for sustainable agriculture
22c,SILVER,48,HIGH,Marginally Suitable,Poorly Drained,5.8 - 7.0,0 - 13%,Sandy Clay,"Yam,Sorghum,Cassava,Groundnut,Maize,Cotton,Cocoa",Waterlogging risk - poor drainage; Shallow soil - limited root depth
21c,SILVER,69,LOW,Marginally Suitable,Well Drained,5.6 - 5.9,0 - 6%,Sandy Clay,"Yam,Rice,Cass,SugarCan,Millets,Groundnut,Sorghum,Bean,Cowpea,Cotton,Cassava",Well-suited for sustainable agriculture
22c,SILVER,48,HIGH,Marginally Suitable,Poorly Drained,5.8 - 7.0,0 - 13%,Sandy Clay,"Yam,Sorghum,Cassava,Groundnut,Maize,Cotton,Cocoa",Waterlogging risk - poor drainage; Shallow soil - limited root depth
14a,GOLD,85,MEDIUM,Fairly Higly Suitable with few physical limitation,Well Drained,3.6 - 5.0,0 - 2%,Sandy Clay,"Maize, Rice,Cassava,Yam,Cocoa,Oil Palm",pH stress - may need amendment
24b,SILVER,45,HIGH,Currently Not Suitable,Well Drained,5.1 - 6.6,13 - 55%,Sandy Clay,"Sorghum,Millet,Cowpea,Cotton,G.nuts,Beans,Maize,Yam",High erosion risk due to steep slope; Shallow soil - limited root depth
24b,SILVER,45,HIGH,Currently Not Suitable,Well Drained,5.1 - 6.6,13 - 55%,Sandy Clay,"Sorghum,Millet,Cowpea,Cotton,G.nuts,Beans,Maize,Yam",High erosion risk due to steep slope; Shallow soil - limited root depth
18d,GOLD,80,LOW,Moderately Suitable,Moderately Drained,5.5 - 6.3,0 - 2%,Clay Loam,"Sugarcane,Cassava,Yam,Irish Potatoes,Cocoa,Rubber,Groundnut,MilletSorghum,Cowpea,Rice,OilPalm",Well-suited for sustainable agriculture
18d,GOLD,80,LOW,Moderately Suitable,Moderately Drained,5.5 - 6.3,0 - 2%,Clay Loam,"Sugarcane,Cassava,Yam,Irish Potatoes,Cocoa,Rubber,Groundnut,MilletSorghum,Cowpea,Rice,OilPalm",Well-suited for sustainable agriculture
18d,GOLD,80,LOW,Moderately Suitable,Moderately Drained,5.5 - 6.3,0 - 2%,Clay Loam,"Sugarcane,Cassava,Yam,Irish Potatoes,Cocoa,Rubber,Groundnut,MilletSorghum,Cowpea,Rice,OilPalm",Well-suited for sustainable agriculture
24b,SILVER,45,HIGH,Currently Not Suitable,Well Drained,5.1 - 6.6,13 - 55%,Sandy Clay,"Sorghum,Millet,Cowpea,Cotton,G.nuts,Beans,Maize,Yam",High erosion risk due to steep slope; Shallow soil - limited root depth
22c,SILVER,48,HIGH,Marginally Suitable,Poorly Drained,5.8 - 7.0,0 - 13%,Sandy Clay,"Yam,Sorghum,Cassava,Groundnut,Maize,Cotton,Cocoa",Waterlogging risk - poor drainage; Shallow soil - limited root depth
18d,GOLD,80,LOW,Moderately Suitable,Moderately Drained,5.5 - 6.3,0 - 2%,Clay Loam,"Sugarcane,Cassava,Yam,Irish Potatoes,Cocoa,Rubber,Groundnut,MilletSorghum,Cowpea,Rice,OilPalm",Well-suited for sustainable agriculture
21c,SILVER,69,LOW,Marginally Suitable,Well Drained,5.6 - 5.9,0 - 6%,Sandy Clay,"Yam,Rice,Cass,SugarCan,Millets,Groundnut,Sorghum,Bean,Cowpea,Cotton,Cassava",Well-suited for sustainable agriculture
24b,SILVER,45,HIGH,Currently Not Suitable,Well Drained,5.1 - 6.6,13 - 55%,Sandy Clay,"Sorghum,Millet,Cowpea,Cotton,G.nuts,Beans,Maize,Yam",High erosion risk due to steep slope; Shallow soil - limited root depth
24b,SILVER,45,HIGH,Currently Not Suitable,Well Drained,5.1 - 6.6,13 - 55%,Sandy Clay,"Sorghum,Millet,Cowpea,Cotton,G.nuts,Beans,Maize,Yam",High erosion risk due to steep slope; Shallow soil - limited root depth
21c,SILVER,69,LOW,Marginally Suitable,Well Drained,5.6 - 5.9,0 - 6%,Sandy Clay,"Yam,Rice,Cass,SugarCan,Millets,Groundnut,Sorghum,Bean,Cowpea,Cotton,Cassava",Well-suited for sustainable agriculture
21c,SILVER,69,LOW,Marginally Suitable,Well Drained,5.6 - 5.9,0 - 6%,Sandy Clay,"Yam,Rice,Cass,SugarCan,Millets,Groundnut,Sorghum,Bean,Cowpea,Cotton,Cassava",Well-suited for sustainable agriculture
21c,SILVER,69,LOW,Marginally Suitable,Well Drained,5.6 - 5.9,0 - 6%,Sandy Clay,"Yam,Rice,Cass,SugarCan,Millets,Groundnut,Sorghum,Bean,Cowpea,Cotton,Cassava",Well-suited for sustainable agriculture
15g,GOLD,92,LOW,Fairly Higly Suitable with few physical limitation,Imperfectly Drained,6.3,0 - 2%,Sandy Clay,"Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Well-suited for sustainable agriculture
11a,GOLD,77,MEDIUM,Moderately Suitable,Well Drained,5.1 - 6.5,0 - 6% and 5 - 30%,Sandy Clay,"Maize, Rice,Cassava,Yam,Cocoa,Oil Palm",High erosion risk due to steep slope
11a,GOLD,77,MEDIUM,Moderately Suitable,Well Drained,5.1 - 6.5,0 - 6% and 5 - 30%,Sandy Clay,"Maize, Rice,Cassava,Yam,Cocoa,Oil Palm",High erosion risk due to steep slope
7c,GOLD,100,LOW,Fairly Higly Suitable with few physical limitation,Well Drained,5.6 - 6.5,0 - 2%,Sandy Loam,"Yam,Rice,Cassava,Maize,Cocoa,OilPalm",Well-suited for sustainable agriculture
8a,GOLD,77,MEDIUM,Moderately Suitable,Well Drained,5.1 - 6.5,0 - 2 and 5 - 30%,Sandy Loam,"Yam,Rice,Cassava,Maize,Cocoa,OilPalm",High erosion risk due to steep slope
2a,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,5.9 - 4.9,0 - 2%,Sandy Loam,"Yam, Rice,Maize, Millet,Irish Potatoes",Waterlogging risk - poor drainage
24b,SILVER,45,HIGH,Currently Not Suitable,Well Drained,5.1 - 6.6,13 - 55%,Sandy Clay,"Sorghum,Millet,Cowpea,Cotton,G.nuts,Beans,Maize,Yam",High erosion risk due to steep slope; Shallow soil - limited root depth
13a,SILVER,64,MEDIUM,Marginally Suitable,Well Drained,5.1 - 7.3,6 - 25%,Sandy Clay,"Maize, Rice,Cassava,Yam,Cocoa,Oil Palm",High erosion risk due to steep slope
11a,GOLD,77,MEDIUM,Moderately Suitable,Well Drained,5.1 - 6.5,0 - 6% and 5 - 30%,Sandy Clay,"Maize, Rice,Cassava,Yam,Cocoa,Oil Palm",High erosion risk due to steep slope
3a,SILVER,68,MEDIUM,Moderately Suitable,Poorly Drained,7.0 - 8.4,0 - 2%,Sandy Loam,"Groundnut,Sorghum,Cotton,Maize,Millet,Cowpea",Waterlogging risk - poor drainage
24b,SILVER,45,HIGH,Currently Not Suitable,Well Drained,5.1 - 6.6,13 - 55%,Sandy Clay,"Sorghum,Millet,Cowpea,Cotton,G.nuts,Beans,Maize,Yam",High erosion risk due to steep slope; Shallow soil - limited root depth
